genre_ids,id_x,original_language,original_title,popularity,vote_average,vote_count,title_clean,release_date,movie,production_budget,worldwide_gross,title,domestic_gross,foreign_gross
"[27, 53]",82056,en,Collapse,0.6,5.7,6,collapse,2012-04-14,collapse,0.0,0.0,collapse,0.0,0.0
"[10749, 18]",326835,en,Teens Like Phil,0.6,5.6,8,teens like phil,2012-05-08,teens like phil,0.0,0.0,teens like phil,0.0,0.0
[10402],160804,en,A MusiCares Tribute to Barbra Streisand,0.6,5.6,4,a musicares tribute to barbra streisand,2012-11-12,a musicares tribute to barbra streisand,0.0,0.0,a musicares tribute to barbra streisand,0.0,0.0
[27],193580,en,P.O.E. : Project of Evil,0.6,5.6,5,p.o.e. : project of evil,2012-05-14,p.o.e. : project of evil,0.0,0.0,p.o.e. : project of evil,0.0,0.0
"[10770, 18, 53]",101437,en,Obsession,0.6,5.6,5,a trusted man,2012-02-05,a trusted man,0.0,0.0,a trusted man,0.0,0.0
[27],499065,en,Silent Hill 2: The Movie,0.6,5.5,2,silent hill 2: the movie,2012-09-03,silent hill 2: the movie,0.0,0.0,silent hill 2: the movie,0.0,0.0
[99],454101,fr,Une histoire naturelle du rire,0.6,5.5,2,a natural history of laughter,2012-01-01,a natural history of laughter,0.0,0.0,a natural history of laughter,0.0,0.0
[27],344688,en,Endless,0.6,5.5,2,endless,2012-06-11,endless,0.0,0.0,endless,0.0,0.0
"[18, 35]",334205,en,Jennifer,0.6,5.5,1,jennifer,2012-08-24,jennifer,0.0,0.0,jennifer,0.0,0.0
[9648],303901,en,Shadow Witness,0.6,5.5,1,shadow witness,2012-01-01,shadow witness,0.0,0.0,shadow witness,0.0,0.0
[],286247,en,The Olivia Experiment,0.6,5.5,1,the olivia experiment,2012-11-14,the olivia experiment,0.0,0.0,the olivia experiment,0.0,0.0
[],274278,en,Transcendence,0.6,5.5,2,transcendence,2012-06-09,Transcendence,0.0,0.0,Transcendence,0.0,80000000.0
[99],259762,en,The Eyes of Thailand,0.6,5.5,1,the eyes of thailand,2012-04-28,the eyes of thailand,0.0,0.0,the eyes of thailand,0.0,0.0
[],255925,en,Dark Measures,0.6,5.5,1,dark measures,2012-01-01,dark measures,0.0,0.0,dark measures,0.0,0.0
[],251409,en,Skin,0.6,5.5,2,skin,2012-02-14,skin,0.0,0.0,skin,0.0,0.0
"[27, 16]",238672,en,Chainsaw Maid 3,0.6,5.5,2,chainsaw maid 3,2012-03-22,chainsaw maid 3,0.0,0.0,chainsaw maid 3,0.0,0.0
"[35, 10749]",229613,en,Trailer Park Jesus,0.6,5.5,2,trailer park jesus,2012-03-30,trailer park jesus,0.0,0.0,trailer park jesus,0.0,0.0
[],203246,en,Centre Place,0.6,5.5,2,centre place,2012-02-14,centre place,0.0,0.0,centre place,0.0,0.0
[],183249,en,Night Ranger: 24 Strings & A Drummer - Live & Acoustic,0.6,5.5,1,night ranger: 24 strings & a drummer - live & acoustic,2012-10-22,night ranger: 24 strings & a drummer - live & acoustic,0.0,0.0,night ranger: 24 strings & a drummer - live & acoustic,0.0,0.0
[99],180163,en,Unfit: Ward vs. Ward,0.6,5.5,1,unfit: ward vs. ward,2012-04-30,unfit: ward vs. ward,0.0,0.0,unfit: ward vs. ward,0.0,0.0
[],168671,en,Pawn Shop,0.6,5.5,1,pawn shop,2012-02-10,pawn shop,0.0,0.0,pawn shop,0.0,0.0
"[878, 35, 27]",155182,en,Overtime,0.6,5.5,4,overtime,2012-01-29,overtime,0.0,0.0,overtime,0.0,0.0
[99],154866,en,CatCam,0.6,5.5,2,catcam,2012-03-09,catcam,0.0,0.0,catcam,0.0,0.0
[],150384,en,Tectonics,0.6,5.5,2,tectonics,2012-09-28,tectonics,0.0,0.0,tectonics,0.0,0.0
[],149527,en,Behind the Mirrors,0.6,5.5,2,behind the mirrors,2012-06-24,behind the mirrors,0.0,0.0,behind the mirrors,0.0,0.0
[],144487,en,Spirit of a Denture,0.6,5.5,2,spirit of a denture,2012-05-11,spirit of a denture,0.0,0.0,spirit of a denture,0.0,0.0
[],142496,en,Comic Store Heroes,0.6,5.5,2,comic store heroes,2012-07-13,comic store heroes,0.0,0.0,comic store heroes,0.0,0.0
"[28, 27, 18, 53]",141864,en,The Woodsman,0.6,5.5,3,the woodsman,2012-03-09,the woodsman,0.0,0.0,the woodsman,0.0,0.0
[18],141687,fr,Paradis Perdu,0.6,5.5,6,lost paradise,2012-07-07,lost paradise,0.0,0.0,lost paradise,0.0,0.0
[18],141152,es,Todo el mundo tiene a alguien menos yo,0.6,5.5,4,everybody's got somebody... not me,2012-11-02,everybody's got somebody... not me,0.0,0.0,everybody's got somebody... not me,0.0,0.0
[18],122961,en,Tiger Tail in Blue,0.6,5.5,2,tiger tail in blue,2012-12-31,tiger tail in blue,0.0,0.0,tiger tail in blue,0.0,0.0
[35],119452,en,Bill Bellamy: Crazy Sexy Dirty,0.6,5.5,1,bill bellamy: crazy sexy dirty,2012-06-02,bill bellamy: crazy sexy dirty,0.0,0.0,bill bellamy: crazy sexy dirty,0.0,0.0
[18],114566,en,Cartas a Elena,0.6,5.5,2,cartas a elena,2012-06-08,cartas a elena,0.0,0.0,cartas a elena,0.0,0.0
[],105785,en,"Life, Love, Soul",0.6,5.5,2,"life, love, soul",2012-04-13,"life, love, soul",0.0,0.0,"life, love, soul",0.0,0.0
[18],105675,en,Paraísos artificiales,0.6,5.5,2,artificial paradises,2012-03-30,artificial paradises,0.0,0.0,artificial paradises,0.0,0.0
[53],273516,en,The Silent Thief,0.6,5.4,5,the silent thief,2012-04-15,the silent thief,0.0,0.0,the silent thief,0.0,0.0
[18],266235,en,Fray,0.6,5.4,4,fray,2014-04-18,fray,0.0,0.0,fray,0.0,0.0
[28],203810,en,Meltdown,0.6,5.4,4,meltdown,2009-11-14,meltdown,0.0,0.0,meltdown,0.0,0.0
[99],86850,en,The Island President,0.6,5.4,5,the island president,2012-03-28,the island president,0.0,0.0,The Island President,0.0,0.0
"[28, 53]",141999,en,Allegiance,0.6,5.4,11,allegiance,2012-12-28,allegiance,0.0,0.0,allegiance,0.0,0.0
[],401064,en,B4,0.6,5.3,3,b4,2012-12-14,b4,0.0,0.0,b4,0.0,0.0
"[35, 10749]",244626,en,Anything but Christmas,0.6,5.3,3,anything but christmas,2012-12-09,anything but christmas,0.0,0.0,anything but christmas,0.0,0.0
"[99, 10402]",192995,en,Jake Shimabukuro: Life on Four Strings,0.6,5.3,3,jake shimabukuro: life on four strings,2012-12-10,jake shimabukuro: life on four strings,0.0,0.0,jake shimabukuro: life on four strings,0.0,0.0
"[18, 878]",186823,en,Vacuity,0.6,5.3,3,vacuity,2012-04-30,vacuity,0.0,0.0,vacuity,0.0,0.0
[],176069,en,Foreign Letters,0.6,5.3,3,foreign letters,2012-04-22,Foreign Letters,0.0,0.0,foreign letters,0.0,0.0
"[35, 18, 10749]",173178,en,Falling Uphill,0.6,5.3,3,falling uphill,2012-04-30,falling uphill,0.0,0.0,falling uphill,0.0,0.0
[99],135338,en,They Come to America,0.6,5.3,3,they come to america,2012-03-31,they come to america,0.0,0.0,they come to america,0.0,0.0
[878],133571,en,Grounded,0.6,5.3,3,grounded,2012-01-18,grounded,0.0,0.0,grounded,0.0,0.0
"[12, 35, 18, 10751]",180767,en,Sedona,0.6,5.3,5,sedona,2012-03-16,sedona,0.0,0.0,sedona,0.0,0.0
[35],119433,en,Todd Barry: Super Crazy,0.6,5.3,5,todd barry: super crazy,2012-07-24,todd barry: super crazy,0.0,0.0,todd barry: super crazy,0.0,0.0
[10751],302413,es,La pelea de mi vida,0.6,5.3,2,la pelea de mi vida,2012-09-06,la pelea de mi vida,0.0,0.0,la pelea de mi vida,0.0,0.0
[18],286483,en,Roses,0.6,5.3,2,roses,2012-01-08,roses,0.0,0.0,roses,0.0,0.0
[27],283224,en,Death Rattle,0.6,5.3,2,death rattle,2012-07-13,death rattle,0.0,0.0,death rattle,0.0,0.0
"[18, 53]",259142,en,Water on Mars,0.6,5.3,2,water on mars,2012-03-13,water on mars,0.0,0.0,water on mars,0.0,0.0
[18],254968,en,Bloodline,0.6,5.3,2,bloodline,2012-08-15,bloodline,0.0,0.0,bloodline,0.0,0.0
[99],251082,en,The Reality of Me,0.6,5.3,3,the reality of me,2012-11-01,the reality of me,0.0,0.0,the reality of me,0.0,0.0
"[10402, 10751]",245126,en,Valentina Lisitsa: Live at the Royal Albert Hall,0.6,5.3,2,valentina lisitsa: live at the royal albert hall,2012-08-07,valentina lisitsa: live at the royal albert hall,0.0,0.0,valentina lisitsa: live at the royal albert hall,0.0,0.0
"[18, 35]",185727,en,"Yes, I'm Gary",0.6,5.3,2,"yes, i'm gary",2012-03-22,"yes, i'm gary",0.0,0.0,"yes, i'm gary",0.0,0.0
[18],154851,en,Broken Roads,0.6,5.3,2,broken roads,2012-11-08,broken roads,0.0,0.0,broken roads,0.0,0.0
[99],146748,en,The Legend of Zelda: Timeline,0.6,5.3,2,the legend of zelda: timeline,2012-11-29,the legend of zelda: timeline,0.0,0.0,the legend of zelda: timeline,0.0,0.0
[10402],144626,en,Paul McCartney: Live Kisses,0.6,5.3,2,paul mccartney: live kisses,2012-11-13,paul mccartney: live kisses,0.0,0.0,paul mccartney: live kisses,0.0,0.0
"[35, 28]",130353,en,Dust Up,0.6,5.3,4,dust up,2012-10-26,dust up,0.0,0.0,dust up,0.0,0.0
"[35, 18]",119161,th,วาเลนไทน์ สวีทตี้,0.6,5.3,2,valentine sweety,2012-02-09,valentine sweety,0.0,0.0,valentine sweety,0.0,0.0
[18],157919,en,Knife Fight,0.6,5.2,20,knife fight,2013-01-25,knife fight,0.0,0.0,knife fight,0.0,0.0
[99],102863,en,Meanwhile in Mamelodi,0.6,5.2,3,meanwhile in mamelodi,2012-04-26,meanwhile in mamelodi,0.0,0.0,meanwhile in mamelodi,0.0,0.0
"[18, 10749]",362609,en,Surviving Family,0.6,5.1,4,surviving family,2014-08-15,surviving family,0.0,0.0,surviving family,0.0,0.0
[16],110038,en,The Chase,0.6,5.1,5,the chase,2012-02-20,the chase,0.0,0.0,the chase,0.0,0.0
[99],591255,en,Strictly Irish Dancing,0.6,5.0,1,strictly irish dancing,2012-06-13,strictly irish dancing,0.0,0.0,strictly irish dancing,0.0,0.0
"[35, 10751]",563599,en,The Curse of the Un-kissable Kid,0.6,5.0,1,the curse of the un-kissable kid,2012-11-12,the curse of the un-kissable kid,0.0,0.0,the curse of the un-kissable kid,0.0,0.0
[],489249,en,2 Days: Portrait of a Fighter: Brandon Rios,0.6,5.0,1,2 days: portrait of a fighter: brandon rios,2012-02-23,2 days: portrait of a fighter: brandon rios,0.0,0.0,2 days: portrait of a fighter: brandon rios,0.0,0.0
[99],489023,en,2 Days: Adrien Broner (HBO Sports),0.6,5.0,1,2 days: adrien broner (hbo sports),2012-07-07,2 days: adrien broner (hbo sports),0.0,0.0,2 days: adrien broner (hbo sports),0.0,0.0
"[18, 10749]",470731,en,The Apple Tree,0.6,5.0,1,the apple tree,2012-01-15,the apple tree,0.0,0.0,the apple tree,0.0,0.0
[],459901,en,The Joy Of The Single,0.6,5.0,2,the joy of the single,2012-11-23,the joy of the single,0.0,0.0,the joy of the single,0.0,0.0
[99],458917,xx,Good Farm,0.6,5.0,1,good farm,2012-09-12,good farm,0.0,0.0,good farm,0.0,0.0
"[28, 878]",458473,en,Y: The Last Man Rising,0.6,5.0,2,y: the last man rising,2012-07-11,y: the last man rising,0.0,0.0,y: the last man rising,0.0,0.0
"[35, 80, 28]",444662,en,The Fake,0.6,5.0,1,the fake,2012-12-17,the fake,0.0,0.0,the fake,0.0,0.0
[27],438937,en,The Slender Man,0.6,5.0,3,the slender man,2012-10-29,the slender man,0.0,0.0,the slender man,0.0,0.0
[99],421751,en,Warp and Weft: A Snapshot of Raw Denim in the United States,0.6,5.0,1,warp and weft: a snapshot of raw denim in the united states,2012-11-01,warp and weft: a snapshot of raw denim in the united states,0.0,0.0,warp and weft: a snapshot of raw denim in the united states,0.0,0.0
[],410208,en,"Swords, Knives, Very Sharp Objects and Cutlery",0.6,5.0,1,"swords, knives, very sharp objects and cutlery",2012-01-01,"swords, knives, very sharp objects and cutlery",0.0,0.0,"swords, knives, very sharp objects and cutlery",0.0,0.0
[],410027,en,Mold,0.6,5.0,1,mold,2012-01-01,mold,0.0,0.0,mold,0.0,0.0
[],409993,en,Pizza Shop,0.6,5.0,1,pizza shop,2012-01-01,pizza shop,0.0,0.0,pizza shop,0.0,0.0
[],409782,en,Gooby Pls,0.6,5.0,1,gooby pls,2012-05-03,gooby pls,0.0,0.0,gooby pls,0.0,0.0
[],408849,en,The Hiccup,0.6,5.0,1,the hiccup,2012-10-12,the hiccup,0.0,0.0,the hiccup,0.0,0.0
[99],401342,en,Ben's Vortex,0.6,5.0,1,ben's vortex,2012-08-08,ben's vortex,0.0,0.0,ben's vortex,0.0,0.0
[27],395681,en,Grave Torture,0.6,5.0,1,grave torture,2012-10-04,grave torture,0.0,0.0,grave torture,0.0,0.0
[35],354373,en,Love and Germophobia,0.6,5.0,1,love and germophobia,2012-01-01,love and germophobia,0.0,0.0,love and germophobia,0.0,0.0
[878],352545,en,Star Trek Secret Voyage: Whose Birth These Triumphs Are,0.6,5.0,1,star trek secret voyage: whose birth these triumphs are,2012-08-08,star trek secret voyage: whose birth these triumphs are,0.0,0.0,star trek secret voyage: whose birth these triumphs are,0.0,0.0
[27],334749,en,Blood Rites,0.6,5.0,1,blood rites,2012-04-05,blood rites,0.0,0.0,blood rites,0.0,0.0
"[14, 18]",334209,en,Waiting For You,0.6,5.0,1,waiting for you,2012-01-01,waiting for you,0.0,0.0,waiting for you,0.0,0.0
[27],332279,en,House of Horrors: Gates of Hell,0.6,5.0,2,house of horrors: gates of hell,2012-10-03,house of horrors: gates of hell,0.0,0.0,house of horrors: gates of hell,0.0,0.0
[],331171,en,Camel Caravan,0.6,5.0,1,camel caravan,2012-01-01,camel caravan,0.0,0.0,camel caravan,0.0,0.0
[],326647,en,Check Your Body at the Door,0.6,5.0,1,check your body at the door,2012-01-01,check your body at the door,0.0,0.0,check your body at the door,0.0,0.0
[],325906,en,Spectres,0.6,5.0,2,spectres,2012-09-28,spectres,0.0,0.0,spectres,0.0,0.0
[],307769,en,Mr. Nookayya,0.6,5.0,1,mr. nookayya,2012-03-08,mr. nookayya,0.0,0.0,mr. nookayya,0.0,0.0
[99],305514,en,Jerry & Maggie: This Is Not Photography,0.6,5.0,1,jerry & maggie: this is not photography,2012-01-01,jerry & maggie: this is not photography,0.0,0.0,jerry & maggie: this is not photography,0.0,0.0
[],297844,en,Postcard From 1952,0.6,5.0,1,postcard from 1952,2012-08-15,postcard from 1952,0.0,0.0,postcard from 1952,0.0,0.0
"[28, 12, 18]",296127,en,Shattered,0.6,5.0,1,shattered,2012-04-01,shattered,0.0,0.0,shattered,0.0,0.0
"[878, 14, 27]",285067,en,Dark Surface,0.6,5.0,1,dark surface,2012-11-27,dark surface,0.0,0.0,dark surface,0.0,0.0
[35],279572,en,Becoming Blond,0.6,5.0,1,becoming blond,2012-10-16,becoming blond,0.0,0.0,becoming blond,0.0,0.0
[],278436,en,Sam,0.6,5.0,1,sam,2012-02-26,sam,0.0,0.0,sam,0.0,0.0
[],273593,en,Thomas & Friends: A Very Thomas Christmas,0.6,5.0,1,thomas & friends: a very thomas christmas,2012-10-09,thomas & friends: a very thomas christmas,0.0,0.0,thomas & friends: a very thomas christmas,0.0,0.0
[27],263009,en,Deadly Presence,0.6,5.0,1,deadly presence,2012-09-07,deadly presence,0.0,0.0,deadly presence,0.0,0.0
[35],259539,en,The Man from Orlando,0.6,5.0,1,the man from orlando,2012-09-07,the man from orlando,0.0,0.0,the man from orlando,0.0,0.0
[99],259438,en,In Search of Avery Willard,0.6,5.0,1,in search of avery willard,2012-06-19,in search of avery willard,0.0,0.0,in search of avery willard,0.0,0.0
"[18, 28]",258811,en,Soldier of Destiny,0.6,5.0,1,soldier of destiny,2012-11-01,soldier of destiny,0.0,0.0,soldier of destiny,0.0,0.0
"[27, 35]",255754,en,Dead Kansas,0.6,5.0,1,dead kansas,2012-05-29,dead kansas,0.0,0.0,dead kansas,0.0,0.0
"[16, 27]",243132,en,Claycat's Evil Dead II,0.6,5.0,1,claycat's evil dead ii,2012-07-14,claycat's evil dead ii,0.0,0.0,claycat's evil dead ii,0.0,0.0
"[35, 27]",231994,en,The Mistake,0.6,5.0,1,the mistake,2012-02-01,the mistake,0.0,0.0,the mistake,0.0,0.0
"[28, 18]",226985,en,Vendetta,0.6,5.0,1,vendetta,2012-03-30,vendetta,0.0,0.0,vendetta,0.0,0.0
[27],222465,en,A Zombie Invasion,0.6,5.0,3,a zombie invasion,2012-12-01,a zombie invasion,0.0,0.0,a zombie invasion,0.0,0.0
[99],218065,en,Wild Alaska,0.6,5.0,1,wild alaska,2013-02-05,wild alaska,0.0,0.0,wild alaska,0.0,0.0
"[35, 18]",212192,en,Broken Specs,0.6,5.0,1,broken specs,2012-10-19,broken specs,0.0,0.0,broken specs,0.0,0.0
[18],210516,en,Dakota,0.6,5.0,1,dakota,2012-07-09,dakota,0.0,0.0,dakota,0.0,0.0
"[18, 35, 9648]",208472,en,Dead Herring,0.6,5.0,1,dead herring,2012-02-16,dead herring,0.0,0.0,dead herring,0.0,0.0
[],202629,en,Cherry Waves,0.6,5.0,1,cherry waves,2012-06-21,cherry waves,0.0,0.0,cherry waves,0.0,0.0
"[99, 18]",188073,en,Not Yet Begun to Fight,0.6,5.0,1,not yet begun to fight,2012-11-14,not yet begun to fight,0.0,0.0,not yet begun to fight,0.0,0.0
"[18, 10749]",177354,en,Stud Life,0.6,5.0,1,stud life,2012-03-22,stud life,0.0,0.0,stud life,0.0,0.0
"[10402, 99]",177258,en,Modest Mouse: The Lonesome Crowded West,0.6,5.0,1,modest mouse: the lonesome crowded west,2012-06-18,modest mouse: the lonesome crowded west,0.0,0.0,modest mouse: the lonesome crowded west,0.0,0.0
[],166169,en,Life and Freaky Times of Uncle Luke,0.6,5.0,1,life and freaky times of uncle luke,2012-06-30,life and freaky times of uncle luke,0.0,0.0,life and freaky times of uncle luke,0.0,0.0
[99],163316,en,Wildness,0.6,5.0,1,wildness,2012-02-23,wildness,0.0,0.0,wildness,0.0,0.0
[],159825,en,Catnip: Egress to Oblivion?,0.6,5.0,2,catnip: egress to oblivion?,2012-07-06,catnip: egress to oblivion?,0.0,0.0,catnip: egress to oblivion?,0.0,0.0
[53],159522,en,Profane,0.6,5.0,1,profane,2012-07-01,profane,0.0,0.0,profane,0.0,0.0
[],154860,en,Must Come Down,0.6,5.0,1,must come down,2012-03-30,must come down,0.0,0.0,must come down,0.0,0.0
"[35, 10749]",154770,ru,Prazdnik Vzaperti,0.6,5.0,1,holiday lockdown,2012-12-20,holiday lockdown,0.0,0.0,holiday lockdown,0.0,0.0
[18],152226,en,Open Five 2,0.6,5.0,1,open five 2,2012-12-13,open five 2,0.0,0.0,open five 2,0.0,0.0
[99],147841,en,El Medico: The Cubaton Story,0.6,5.0,2,el medico: the cubaton story,2012-01-27,el medico: the cubaton story,0.0,0.0,el medico: the cubaton story,0.0,0.0
[27],146038,en,Paranormal Case Files: Ghost Investigations,0.6,5.0,2,paranormal case files: ghost investigations,2012-02-22,paranormal case files: ghost investigations,0.0,0.0,paranormal case files: ghost investigations,0.0,0.0
[99],145196,en,Money and Medicine,0.6,5.0,1,money and medicine,2012-03-05,money and medicine,0.0,0.0,money and medicine,0.0,0.0
[],143366,en,Stealing Summers,0.6,5.0,1,stealing summers,2012-10-30,stealing summers,0.0,0.0,stealing summers,0.0,0.0
[],142581,en,The Normals,0.6,5.0,2,the normals,2012-11-16,the normals,0.0,0.0,the normals,0.0,0.0
[],140838,en,Horgasm: A Love Story,0.6,5.0,2,horgasm: a love story,2012-10-29,horgasm: a love story,0.0,0.0,horgasm: a love story,0.0,0.0
[99],138303,en,The Russian Winter,0.6,5.0,1,the russian winter,2012-04-20,the russian winter,0.0,0.0,the russian winter,0.0,0.0
[99],138294,en,High Ground,0.6,5.0,1,high ground,2012-11-02,high ground,0.0,0.0,high ground,0.0,0.0
[10751],138292,en,Trooper and the Legend of the Golden Key,0.6,5.0,1,trooper and the legend of the golden key,2012-11-01,trooper and the legend of the golden key,0.0,0.0,trooper and the legend of the golden key,0.0,0.0
[10751],136074,en,Little Monsters,0.6,5.0,2,little monsters,2012-01-02,little monsters,0.0,0.0,little monsters,0.0,0.0
[35],135205,en,Pictures of Superheroes,0.6,5.0,1,pictures of superheroes,2012-10-30,pictures of superheroes,0.0,0.0,pictures of superheroes,0.0,0.0
[99],133734,en,Doctored,0.6,5.0,1,doctored,2012-09-21,doctored,0.0,0.0,doctored,0.0,0.0
[99],132887,en,First Cousin Once Removed,0.6,5.0,1,first cousin once removed,2012-10-09,first cousin once removed,0.0,0.0,first cousin once removed,0.0,0.0
[18],129113,he,Menatek Ha-maim,0.6,5.0,1,the cutoff man,2012-11-07,the cutoff man,0.0,0.0,the cutoff man,0.0,0.0
[99],127929,en,Death By China,0.6,5.0,3,death by china,2012-08-17,death by china,0.0,0.0,death by china,0.0,0.0
[],121127,en,Earrings,0.6,5.0,1,earrings,2012-07-28,earrings,0.0,0.0,earrings,0.0,0.0
"[18, 35]",118976,th,ปัญญา เรณู 2,0.6,5.0,1,panya raenu 2,2012-01-26,panya raenu 2,0.0,0.0,panya raenu 2,0.0,0.0
[878],118723,en,L5,0.6,5.0,1,l5,2012-02-21,l5,0.0,0.0,l5,0.0,0.0
[10402],113311,en,Simply Red: Live at Montreux 2003,0.6,5.0,1,simply red: live at montreux 2003,2012-05-22,simply red: live at montreux 2003,0.0,0.0,simply red: live at montreux 2003,0.0,0.0
[99],108540,en,Bill W.,0.6,5.0,1,bill w.,2012-05-18,bill w.,0.0,0.0,bill w.,0.0,0.0
[],108207,en,Empire Builder,0.6,5.0,1,empire builder,2012-03-05,empire builder,0.0,0.0,empire builder,0.0,0.0
"[18, 10749]",106474,en,You Hurt My Feelings,0.6,5.0,1,you hurt my feelings,2012-05-04,you hurt my feelings,0.0,0.0,you hurt my feelings,0.0,0.0
[99],105677,en,The Beat Hotel,0.6,5.0,1,the beat hotel,2012-03-30,the beat hotel,0.0,0.0,the beat hotel,0.0,0.0
[],103829,en,The Mechanical Bride,0.6,5.0,1,the mechanical bride,2012-01-01,the mechanical bride,0.0,0.0,the mechanical bride,0.0,0.0
"[99, 10752]",102596,en,Follow Me: The Yoni Netanyahu Story,0.6,5.0,1,follow me: the yoni netanyahu story,2012-05-18,follow me: the yoni netanyahu story,0.0,0.0,follow me: the yoni netanyahu story,0.0,0.0
[99],100813,en,Koch Brothers Exposed,0.6,5.0,1,koch brothers exposed,2012-03-07,koch brothers exposed,0.0,0.0,koch brothers exposed,0.0,0.0
