genre_ids,id_x,original_language,original_title,popularity,vote_average,vote_count,title_clean,release_date,movie,production_budget,worldwide_gross,title,domestic_gross,foreign_gross
[99],105972,en,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",0.6,7.0,3,"oc87: the obsessive compulsive, major depression, bipolar, asperger's movie",2012-05-25,"oc87: the obsessive compulsive, major depression, bipolar, asperger's movie",0.0,0.0,"oc87: the obsessive compulsive, major depression, bipolar, asperger's movie",0.0,0.0
[],104518,en,Norman Mailer: The American,0.6,7.0,2,norman mailer: the american,2012-05-18,norman mailer: the american,0.0,0.0,norman mailer: the american,0.0,0.0
[99],103733,en,Radioman,0.6,7.0,1,radioman,2012-12-07,radioman,0.0,0.0,radioman,0.0,0.0
[99],103528,en,God is the Bigger Elvis,0.6,7.0,4,god is the bigger elvis,2012-04-01,god is the bigger elvis,0.0,0.0,god is the bigger elvis,0.0,0.0
[],102851,fa,یک حبه قند,0.6,7.0,7,a cube of sugar,2012-02-29,a cube of sugar,0.0,0.0,a cube of sugar,0.0,0.0
[18],98075,en,Wolf,0.6,7.0,2,wolf,2012-03-11,Wolf,0.0,0.0,wolf,0.0,0.0
[],90359,en,Namath,0.6,7.0,2,namath,2012-01-28,namath,0.0,0.0,namath,0.0,0.0
[99],88747,en,El Wingador,0.6,7.0,1,el wingador,2012-02-03,el wingador,0.0,0.0,el wingador,0.0,0.0
[27],85306,en,Paralyzed,0.6,7.0,3,paralyzed,2012-10-05,paralyzed,0.0,0.0,paralyzed,0.0,0.0
[99],84339,en,Slavery by Another Name,0.6,7.0,1,slavery by another name,2012-02-11,slavery by another name,0.0,0.0,slavery by another name,0.0,0.0
[18],166082,en,Coward,0.6,6.9,5,coward,2012-09-13,coward,0.0,0.0,coward,0.0,0.0
[35],134469,en,Demetri Martin: Standup Comedian,0.6,6.9,5,demetri martin: standup comedian,2012-10-02,demetri martin: standup comedian,0.0,0.0,demetri martin: standup comedian,0.0,0.0
[99],117407,en,They Call It Myanmar: Lifting the Curtain,0.6,6.9,5,they call it myanmar: lifting the curtain,2012-09-21,they call it myanmar: lifting the curtain,0.0,0.0,they call it myanmar: lifting the curtain,0.0,0.0
[],221475,en,The Henchman's War,0.6,6.8,2,the henchman's war,2012-10-01,the henchman's war,0.0,0.0,the henchman's war,0.0,0.0
[],196419,en,Not That Funny,0.6,6.8,2,not that funny,2012-04-12,not that funny,0.0,0.0,not that funny,0.0,0.0
[10402],133749,en,Paul Simon: Live in New York City,0.6,6.8,2,paul simon: live in new york city,2012-09-18,paul simon: live in new york city,0.0,0.0,paul simon: live in new york city,0.0,0.0
[18],115604,de,Homophobia,0.6,6.8,4,homophobia,2012-05-17,homophobia,0.0,0.0,homophobia,0.0,0.0
"[878, 18]",532347,en,The Peter Weyland Files: TED 2023,0.6,6.7,3,the peter weyland files: ted 2023,2012-02-28,the peter weyland files: ted 2023,0.0,0.0,the peter weyland files: ted 2023,0.0,0.0
[27],222570,en,Halloween: Awakening,0.6,6.7,3,halloween: awakening,2012-10-31,halloween: awakening,0.0,0.0,halloween: awakening,0.0,0.0
[99],185602,en,Shenandoah,0.6,6.7,3,shenandoah,2012-10-16,shenandoah,0.0,0.0,shenandoah,0.0,0.0
[99],140824,en,Hating Breitbart,0.6,6.7,3,hating breitbart,2012-10-19,hating breitbart,0.0,0.0,hating breitbart,0.0,0.0
[99],136562,en,A Year With Armin van Buuren,0.6,6.7,3,a year with armin van buuren,2012-10-11,a year with armin van buuren,0.0,0.0,a year with armin van buuren,0.0,0.0
[],136366,en,Fugu & Tako,0.6,6.7,3,fugu & tako,2012-09-21,fugu & tako,0.0,0.0,fugu & tako,0.0,0.0
[35],134642,en,Shaquille O'Neal Presents: All Star Comedy Jam - Live from Orlando,0.6,6.7,3,shaquille o'neal presents: all star comedy jam - live from orlando,2012-10-09,shaquille o'neal presents: all star comedy jam - live from orlando,0.0,0.0,shaquille o'neal presents: all star comedy jam - live from orlando,0.0,0.0
[],130125,en,Pac-Man the Movie,0.6,6.7,3,pac-man the movie,2012-04-04,pac-man the movie,0.0,0.0,pac-man the movie,0.0,0.0
[99],160411,en,SuicideGirls: UK Holiday,0.6,6.6,4,suicidegirls: uk holiday,2012-09-08,suicidegirls: uk holiday,0.0,0.0,suicidegirls: uk holiday,0.0,0.0
[99],106049,en,The Revisionaries,0.6,6.6,8,the revisionaries,2012-04-21,the revisionaries,0.0,0.0,the revisionaries,0.0,0.0
[10402],97157,en,B.B. King: Live at the Royal Albert Hall 2011,0.6,6.6,4,b.b. king: live at the royal albert hall 2011,2012-03-20,b.b. king: live at the royal albert hall 2011,0.0,0.0,b.b. king: live at the royal albert hall 2011,0.0,0.0
[878],568921,en,Prometheus: Prologue - Prometheus Transmission,0.6,6.5,2,prometheus: prologue - prometheus transmission,2012-09-06,prometheus: prologue - prometheus transmission,0.0,0.0,prometheus: prologue - prometheus transmission,0.0,0.0
[35],372798,en,Carol and the Temp,0.6,6.5,1,carol and the temp,2012-08-15,carol and the temp,0.0,0.0,carol and the temp,0.0,0.0
[],317902,en,Island of Lucifer,0.6,6.5,1,island of lucifer,2012-01-01,island of lucifer,0.0,0.0,island of lucifer,0.0,0.0
[18],305867,en,Doubles with Slight Pepper,0.6,6.5,2,doubles with slight pepper,2012-08-25,doubles with slight pepper,0.0,0.0,doubles with slight pepper,0.0,0.0
[18],282685,en,Dig a Hole and Die,0.6,6.5,5,dig a hole and die,2012-04-23,dig a hole and die,0.0,0.0,dig a hole and die,0.0,0.0
[],274876,en,Liberator,0.6,6.5,2,liberator,2012-09-15,liberator,0.0,0.0,liberator,0.0,0.0
[99],272688,el,Over the Edge: Ultimate Speed Riders,0.6,6.5,1,over the edge: ultimate speed riders,2012-10-01,over the edge: ultimate speed riders,0.0,0.0,over the edge: ultimate speed riders,0.0,0.0
[99],266772,en,Evolution of Bodybuilding,0.6,6.5,2,evolution of bodybuilding,2012-01-29,evolution of bodybuilding,0.0,0.0,evolution of bodybuilding,0.0,0.0
[],240988,en,Democracy at Work,0.6,6.5,1,democracy at work,2012-11-03,democracy at work,0.0,0.0,democracy at work,0.0,0.0
[99],223574,en,"Tent City, U.S.A",0.6,6.5,2,"tent city, u.s.a",2012-04-05,"tent city, u.s.a",0.0,0.0,"tent city, u.s.a",0.0,0.0
[],219898,en,Josh Blue: Sticky Change,0.6,6.5,2,josh blue: sticky change,2012-04-17,josh blue: sticky change,0.0,0.0,josh blue: sticky change,0.0,0.0
"[99, 36, 10402]",210638,en,Harana: The Search for the Lost Art of Serenade,0.6,6.5,2,serenade,2012-10-14,serenade,0.0,0.0,serenade,0.0,0.0
"[99, 10770]",198355,en,Underground Railroad :The William Still Story,0.6,6.5,1,underground railroad :the william still story,2012-01-31,underground railroad :the william still story,0.0,0.0,underground railroad :the william still story,0.0,0.0
[99],191617,en,Brute Force,0.6,6.5,1,brute force,2012-06-30,brute force,0.0,0.0,brute force,0.0,0.0
[99],186605,en,Go Ganges!,0.6,6.5,1,go ganges!,2012-01-01,go ganges!,0.0,0.0,go ganges!,0.0,0.0
[18],183798,es,Las cosas como son,0.6,6.5,2,things the way they are,2012-04-06,things the way they are,0.0,0.0,things the way they are,0.0,0.0
[],153691,en,Monster Roll,0.6,6.5,2,monster roll,2012-10-16,monster roll,0.0,0.0,monster roll,0.0,0.0
[99],147049,en,Down To The Earth's Core,0.6,6.5,4,down to the earth's core,2012-07-15,down to the earth's core,0.0,0.0,down to the earth's core,0.0,0.0
"[35, 18]",141158,en,The Most Fun I've Ever Had with My Pants On,0.6,6.5,3,the most fun i've ever had with my pants on,2012-06-06,the most fun i've ever had with my pants on,0.0,0.0,the most fun i've ever had with my pants on,0.0,0.0
[],137651,en,Kings Point,0.6,6.5,2,kings point,2012-01-01,kings point,0.0,0.0,kings point,0.0,0.0
[],135847,en,The Transmission,0.6,6.5,1,the transmission,2012-09-21,the transmission,0.0,0.0,the transmission,0.0,0.0
[35],135704,en,Ron White: A Little Unprofessional,0.6,6.5,2,ron white: a little unprofessional,2012-10-01,ron white: a little unprofessional,0.0,0.0,ron white: a little unprofessional,0.0,0.0
"[27, 28, 53, 99]",121691,en,Hellbound?,0.6,6.5,2,hellbound?,2012-09-21,hellbound?,0.0,0.0,hellbound?,0.0,0.0
[99],120271,en,Wagner's Dream,0.6,6.5,2,wagner's dream,2012-09-10,wagner's dream,0.0,0.0,wagner's dream,0.0,0.0
[99],106591,en,Portrait of Wally,0.6,6.5,2,portrait of wally,2012-05-11,portrait of wally,0.0,0.0,portrait of wally,0.0,0.0
"[10402, 99]",106343,en,Bad Brains: A Band in DC,0.6,6.5,2,bad brains: a band in dc,2012-06-06,bad brains: a band in dc,0.0,0.0,bad brains: a band in dc,0.0,0.0
[99],105790,en,Booker's Place: A Mississippi Story,0.6,6.5,2,booker's place: a mississippi story,2012-04-27,booker's place: a mississippi story,0.0,0.0,booker's place: a mississippi story,0.0,0.0
"[18, 53]",104059,en,Suspicion,0.6,6.5,2,suspicion,2012-03-02,suspicion,0.0,0.0,suspicion,0.0,0.0
[99],132036,en,Black Air: The Buick Grand National Documentary,0.6,6.4,4,black air: the buick grand national documentary,2012-12-11,black air: the buick grand national documentary,0.0,0.0,black air: the buick grand national documentary,0.0,0.0
[35],97102,en,Jo Koy: Lights Out,0.6,6.4,4,jo koy: lights out,2012-04-03,jo koy: lights out,0.0,0.0,jo koy: lights out,0.0,0.0
[18],356228,en,Identity,0.6,6.3,3,identity,2012-05-24,Identity,0.0,0.0,identity,0.0,0.0
"[35, 10770]",180779,en,Operation Cupcake,0.6,6.3,3,operation cupcake,2012-06-16,operation cupcake,0.0,0.0,operation cupcake,0.0,0.0
[],252385,en,American Addict,0.6,6.3,5,american addict,2012-05-18,american addict,0.0,0.0,american addict,0.0,0.0
[10402],104960,en,Joe Satriani: Satchurated,0.6,6.3,5,joe satriani: satchurated,2012-04-24,joe satriani: satchurated,0.0,0.0,joe satriani: satchurated,0.0,0.0
[99],203182,en,Can't Stand Losing You: Surviving The Police,0.6,6.3,7,can't stand losing you: surviving the police,2012-11-23,can't stand losing you: surviving the police,0.0,0.0,can't stand losing you: surviving the police,0.0,0.0
"[878, 53]",228905,en,Seed,0.6,6.3,4,seed,2012-08-11,seed,0.0,0.0,seed,0.0,0.0
"[35, 27, 16, 878]",210590,en,Pingu's The Thing,0.6,6.3,2,pingu's the thing,2012-01-19,pingu's the thing,0.0,0.0,pingu's the thing,0.0,0.0
[18],208186,en,Happily Never After,0.6,6.3,2,happily never after,2012-02-24,happily never after,0.0,0.0,happily never after,0.0,0.0
[18],207307,en,The Black Balloon,0.6,6.3,2,the black balloon,2012-01-20,the black balloon,0.0,0.0,the black balloon,0.0,0.0
[99],162124,en,Eating Alabama,0.6,6.3,2,eating alabama,2012-03-10,eating alabama,0.0,0.0,eating alabama,0.0,0.0
[],138068,en,Bled White,0.6,6.3,2,bled white,2012-09-11,bled white,0.0,0.0,bled white,0.0,0.0
[99],94885,en,Just Like Being There,0.6,6.3,4,just like being there,2012-03-09,just like being there,0.0,0.0,just like being there,0.0,0.0
[18],91311,en,The Trouble with the Truth,0.6,6.3,4,the trouble with the truth,2011-10-21,the trouble with the truth,0.0,0.0,the trouble with the truth,0.0,0.0
"[99, 36]",86579,en,The Tents,0.6,6.3,4,the tents,2012-02-01,the tents,0.0,0.0,the tents,0.0,0.0
"[36, 10402, 99]",139325,es,Hecho en México,0.6,6.2,6,made in mexico,2012-11-30,made in mexico,0.0,0.0,made in mexico,0.0,0.0
"[99, 35, 10751]",96915,en,Trash Dance,0.6,6.2,3,trash dance,2012-03-10,trash dance,0.0,0.0,trash dance,0.0,0.0
[99],222885,en,Design Is One,0.6,6.1,4,design is one,2012-10-18,design is one,0.0,0.0,design is one,0.0,0.0
"[18, 53, 9648]",129531,en,The Wife He Met Online,0.6,6.1,5,the wife he met online,2012-04-21,the wife he met online,0.0,0.0,the wife he met online,0.0,0.0
[18],570033,en,Adrift: 47 Days with Sharks,0.6,6.0,1,adrift: 47 days with sharks,2012-08-14,adrift: 47 days with sharks,0.0,0.0,adrift: 47 days with sharks,0.0,0.0
[],499742,en,Money for Angels,0.6,6.0,1,money for angels,2012-09-16,money for angels,0.0,0.0,money for angels,0.0,0.0
[27],499063,en,Silent Hill 3: The Movie,0.6,6.0,2,silent hill 3: the movie,2012-07-13,silent hill 3: the movie,0.0,0.0,silent hill 3: the movie,0.0,0.0
"[80, 18]",466153,en,Wake,0.6,6.0,2,wake,2012-07-12,wake,0.0,0.0,wake,0.0,0.0
[35],464162,es,Harry Grows Up,0.6,6.0,1,harry grows up,2012-07-01,harry grows up,0.0,0.0,harry grows up,0.0,0.0
[99],433832,en,Hummingbirds: Jewelled Messengers,0.6,6.0,1,hummingbirds: jewelled messengers,2012-06-25,hummingbirds: jewelled messengers,0.0,0.0,hummingbirds: jewelled messengers,0.0,0.0
[],424540,en,Inquire Within,0.6,6.0,1,inquire within,2012-01-01,inquire within,0.0,0.0,inquire within,0.0,0.0
[],420345,en,Bottom,0.6,6.0,2,bottom,2012-01-01,bottom,0.0,0.0,bottom,0.0,0.0
[],417659,en,All I Think of Is You,0.6,6.0,1,all i think of is you,2012-08-11,all i think of is you,0.0,0.0,all i think of is you,0.0,0.0
"[10751, 12, 18]",410570,en,Transit,0.6,6.0,3,transit,2012-08-08,transit,0.0,0.0,transit,0.0,0.0
[],409035,en,Obey the Giant: The Shepard Fairey Story,0.6,6.0,1,obey the giant: the shepard fairey story,2012-05-16,obey the giant: the shepard fairey story,0.0,0.0,obey the giant: the shepard fairey story,0.0,0.0
[16],406844,it,Spider-Man: Scontro Finale,0.6,6.0,1,spider-man: scontro finale,2012-01-01,spider-man: scontro finale,0.0,0.0,spider-man: scontro finale,0.0,0.0
[18],401789,en,8 Reels of Sewage,0.6,6.0,1,8 reels of sewage,2012-06-12,8 reels of sewage,0.0,0.0,8 reels of sewage,0.0,0.0
"[16, 18]",356501,en,Brother,0.6,6.0,1,brother,2012-06-09,Brother,0.0,0.0,brother,0.0,0.0
[],355994,en,Parapsychology 101,0.6,6.0,1,parapsychology 101,2012-09-20,parapsychology 101,0.0,0.0,parapsychology 101,0.0,0.0
[99],347980,en,Secret Lives of the Apostles,0.6,6.0,1,secret lives of the apostles,2012-04-05,secret lives of the apostles,0.0,0.0,secret lives of the apostles,0.0,0.0
[99],345626,en,Jeffrey Dahmer: Confessions Of A Serial Killer,0.6,6.0,1,jeffrey dahmer: confessions of a serial killer,2012-02-25,jeffrey dahmer: confessions of a serial killer,0.0,0.0,jeffrey dahmer: confessions of a serial killer,0.0,0.0
[],339932,en,The Unseen Best Of The Booth Brothers Films,0.6,6.0,1,the unseen best of the booth brothers films,2012-08-13,the unseen best of the booth brothers films,0.0,0.0,the unseen best of the booth brothers films,0.0,0.0
[99],335333,xx,Interview with a Cannibal,0.6,6.0,1,interview with a cannibal,2012-06-29,interview with a cannibal,0.0,0.0,interview with a cannibal,0.0,0.0
[99],334047,en,The High Price of Freedom,0.6,6.0,1,the high price of freedom,2012-05-27,the high price of freedom,0.0,0.0,the high price of freedom,0.0,0.0
[99],331178,en,Megaquake 10.0,0.6,6.0,1,megaquake 10.0,2012-01-11,megaquake 10.0,0.0,0.0,megaquake 10.0,0.0,0.0
"[12, 99]",302572,en,Exploring Bloody Bay Wall,0.6,6.0,1,exploring bloody bay wall,2012-03-01,exploring bloody bay wall,0.0,0.0,exploring bloody bay wall,0.0,0.0
[],301064,en,Play Date,0.6,6.0,1,play date,2012-01-01,play date,0.0,0.0,play date,0.0,0.0
"[10402, 18]",297488,en,Songs for Amy,0.6,6.0,1,songs for amy,2012-05-02,songs for amy,0.0,0.0,songs for amy,0.0,0.0
[],296537,en,The Savoy King: Chick Webb & the Music That Changed America,0.6,6.0,1,the savoy king: chick webb & the music that changed america,2012-01-01,the savoy king: chick webb & the music that changed america,0.0,0.0,the savoy king: chick webb & the music that changed america,0.0,0.0
[18],284098,en,A Truncated Story of Infinity,0.6,6.0,1,a truncated story of infinity,2012-07-28,a truncated story of infinity,0.0,0.0,a truncated story of infinity,0.0,0.0
[99],274259,en,The Fourth World,0.6,6.0,1,the fourth world,2012-08-01,the fourth world,0.0,0.0,the fourth world,0.0,0.0
[],273142,en,Dora the Explorer: Dora's Rescue in Mermaid Kingdom,0.6,6.0,1,dora the explorer: dora's rescue in mermaid kingdom,2012-06-01,dora the explorer: dora's rescue in mermaid kingdom,0.0,0.0,dora the explorer: dora's rescue in mermaid kingdom,0.0,0.0
"[16, 35]",270929,en,Apocalypse Pooh,0.6,6.0,2,apocalypse pooh,1987-03-09,apocalypse pooh,0.0,0.0,apocalypse pooh,0.0,0.0
[],269647,en,Watershed: Exploring a New Water Ethic for the New West,0.6,6.0,2,watershed: exploring a new water ethic for the new west,2012-03-24,watershed: exploring a new water ethic for the new west,0.0,0.0,watershed: exploring a new water ethic for the new west,0.0,0.0
[],262735,en,Menhaden: The Most Important Fish in the Bay,0.6,6.0,1,menhaden: the most important fish in the bay,2012-04-16,menhaden: the most important fish in the bay,0.0,0.0,menhaden: the most important fish in the bay,0.0,0.0
[99],258831,en,Hitler's Secret Attack on America,0.6,6.0,2,hitler's secret attack on america,2012-11-12,hitler's secret attack on america,0.0,0.0,hitler's secret attack on america,0.0,0.0
[27],250505,en,Vesuvius,0.6,6.0,2,vesuvius,2012-10-25,vesuvius,0.0,0.0,vesuvius,0.0,0.0
[27],247670,en,Missing in the Mansion,0.6,6.0,1,missing in the mansion,2012-10-29,missing in the mansion,0.0,0.0,missing in the mansion,0.0,0.0
[35],243120,en,Cinema Six,0.6,6.0,1,cinema six,2013-11-19,cinema six,0.0,0.0,cinema six,0.0,0.0
"[10402, 99]",242676,en,The Joy Of Disco,0.6,6.0,1,the joy of disco,2012-03-02,the joy of disco,0.0,0.0,the joy of disco,0.0,0.0
[35],241151,en,Jackpot,0.6,6.0,1,jackpot,2012-07-14,Jackpot,0.0,0.0,Jackpot,0.0,1100000.0
[],237862,en,Murder University,0.6,6.0,1,murder university,2012-08-01,murder university,0.0,0.0,murder university,0.0,0.0
"[27, 16]",229856,en,The Haunting at Danford Cabin,0.6,6.0,1,the haunting at danford cabin,2012-04-03,the haunting at danford cabin,0.0,0.0,the haunting at danford cabin,0.0,0.0
[],223210,th,Khong lang nam,0.6,6.0,2,cactus river,2012-10-13,cactus river,0.0,0.0,cactus river,0.0,0.0
"[10749, 35]",219170,en,Hannah Has a Ho-Phase,0.6,6.0,1,hannah has a ho-phase,2013-06-07,hannah has a ho-phase,0.0,0.0,hannah has a ho-phase,0.0,0.0
[18],209728,en,Simple Mind,0.6,6.0,1,simple mind,2012-03-29,simple mind,0.0,0.0,simple mind,0.0,0.0
"[99, 35]",209727,en,Nic & Jerry Get OFF,0.6,6.0,1,nic & jerry get off,2012-10-20,nic & jerry get off,0.0,0.0,nic & jerry get off,0.0,0.0
[18],209604,en,The 10 Commandments of Chloe,0.6,6.0,1,the 10 commandments of chloe,2012-02-01,the 10 commandments of chloe,0.0,0.0,the 10 commandments of chloe,0.0,0.0
"[35, 18]",205812,en,"Marvin, Seth and Stanley",0.6,6.0,1,"marvin, seth and stanley",2012-04-20,"marvin, seth and stanley",0.0,0.0,"marvin, seth and stanley",0.0,0.0
[99],205570,en,Drugged: High on Alcohol,0.6,6.0,1,drugged: high on alcohol,2012-12-30,drugged: high on alcohol,0.0,0.0,drugged: high on alcohol,0.0,0.0
[],201725,en,So Pretty,0.6,6.0,1,so pretty,2012-08-29,so pretty,0.0,0.0,so pretty,0.0,0.0
"[18, 878]",194235,en,Expo,0.6,6.0,1,expo,2012-05-20,expo,0.0,0.0,expo,0.0,0.0
[],180740,en,The Black Belle,0.6,6.0,1,the black belle,2012-11-05,the black belle,0.0,0.0,the black belle,0.0,0.0
[18],171404,en,Between Friends,0.6,6.0,1,between friends,2012-12-09,between friends,0.0,0.0,between friends,0.0,0.0
"[10752, 18]",169879,en,Battle of the Pacific,0.6,6.0,1,battle of the pacific,2012-01-01,battle of the pacific,0.0,0.0,battle of the pacific,0.0,0.0
[],167447,en,I Am Nasrine,0.6,6.0,1,i am nasrine,2012-06-01,i am nasrine,0.0,0.0,i am nasrine,0.0,0.0
[],157884,en,The Casserole Club,0.6,6.0,1,the casserole club,2012-01-01,the casserole club,0.0,0.0,the casserole club,0.0,0.0
[99],157678,en,Uprising,0.6,6.0,1,uprising,2012-12-02,uprising,0.0,0.0,uprising,0.0,0.0
[],155168,en,Elvis Presley: Prince from Another Planet,0.6,6.0,1,elvis presley: prince from another planet,2012-11-13,elvis presley: prince from another planet,0.0,0.0,elvis presley: prince from another planet,0.0,0.0
[],151703,en,Picture Paris,0.6,6.0,1,picture paris,2012-12-17,picture paris,0.0,0.0,picture paris,0.0,0.0
"[16, 10751]",150402,en,The Magic Hockey Skates,0.6,6.0,1,the magic hockey skates,2012-12-13,the magic hockey skates,0.0,0.0,the magic hockey skates,0.0,0.0
[99],149709,en,Mel Brooks Strikes Back!,0.6,6.0,1,mel brooks strikes back!,2012-12-10,mel brooks strikes back!,0.0,0.0,mel brooks strikes back!,0.0,0.0
[99],147289,en,Sex for Sale: American Escort,0.6,6.0,1,sex for sale: american escort,2012-02-22,sex for sale: american escort,0.0,0.0,sex for sale: american escort,0.0,0.0
"[14, 10751, 16, 10402]",145152,en,The Cat in the Hat Knows a Lot About Christmas!,0.6,6.0,2,the cat in the hat knows a lot about christmas!,2012-11-21,the cat in the hat knows a lot about christmas!,0.0,0.0,the cat in the hat knows a lot about christmas!,0.0,0.0
[99],142354,en,A Brief History of John Baldessari,0.6,6.0,1,a brief history of john baldessari,2012-03-10,a brief history of john baldessari,0.0,0.0,a brief history of john baldessari,0.0,0.0
[],140851,en,RINGO or: The Story of a Couple Who Tried to Revitalize Their Relationship But Instead Ruined a Child,0.6,6.0,1,ringo or: the story of a couple who tried to revitalize their relationship but instead ruined a child,2012-01-01,ringo or: the story of a couple who tried to revitalize their relationship but instead ruined a child,0.0,0.0,ringo or: the story of a couple who tried to revitalize their relationship but instead ruined a child,0.0,0.0
"[28, 37]",134693,en,Heathens and Thieves,0.6,6.0,2,heathens and thieves,2012-08-01,heathens and thieves,0.0,0.0,heathens and thieves,0.0,0.0
[99],134409,en,Decoding Deepak,0.6,6.0,2,decoding deepak,2012-03-11,decoding deepak,0.0,0.0,decoding deepak,0.0,0.0
[99],132866,en,40 Minutes of Hell,0.6,6.0,1,40 minutes of hell,2012-02-11,40 minutes of hell,0.0,0.0,40 minutes of hell,0.0,0.0
[16],130445,en,Consuming Spirits,0.6,6.0,2,consuming spirits,2012-01-01,consuming spirits,0.0,0.0,consuming spirits,0.0,0.0
[],128525,en,The International Sign for Choking,0.6,6.0,1,the international sign for choking,2012-06-26,the international sign for choking,0.0,0.0,the international sign for choking,0.0,0.0
[],128404,en,We Are Skateboarders,0.6,6.0,1,we are skateboarders,2012-02-23,we are skateboarders,0.0,0.0,we are skateboarders,0.0,0.0
[99],124080,en,Shepard & Dark,0.6,6.0,4,shepard & dark,2012-10-11,shepard & dark,0.0,0.0,shepard & dark,0.0,0.0
[99],119288,en,Drei Sterne - Die Köche und die Sterne,0.6,6.0,4,three stars,2012-07-13,three stars,0.0,0.0,three stars,0.0,0.0
[18],119093,lt,Miegančių drugelių tvirtovė,0.6,6.0,1,the fortress of sleeping butterflies,2012-06-16,the fortress of sleeping butterflies,0.0,0.0,the fortress of sleeping butterflies,0.0,0.0
[99],112079,en,Save the Titanic With Bob Ballard,0.6,6.0,1,save the titanic with bob ballard,2012-04-08,save the titanic with bob ballard,0.0,0.0,save the titanic with bob ballard,0.0,0.0
"[99, 37]",111949,en,"Wild Horse, Wild Ride",0.6,6.0,1,"wild horse, wild ride",2012-08-24,"wild horse, wild ride",0.0,0.0,"wild horse, wild ride",0.0,0.0
[99],106739,en,Low & Clear,0.6,6.0,2,low & clear,2012-03-01,low & clear,0.0,0.0,low & clear,0.0,0.0
[],106009,en,A Sister's Call,0.6,6.0,1,a sister's call,2012-12-12,a sister's call,0.0,0.0,a sister's call,0.0,0.0
"[35, 18]",105931,en,An Ordinary Family,0.6,6.0,1,an ordinary family,2012-05-01,an ordinary family,0.0,0.0,an ordinary family,0.0,0.0
[99],105555,en,Art Is... The Permanent Revolution,0.6,6.0,1,art is... the permanent revolution,2012-03-02,art is... the permanent revolution,0.0,0.0,art is... the permanent revolution,0.0,0.0
[27],102628,ko,렛 미 아웃,0.6,6.0,1,let me out,2012-04-01,let me out,0.0,0.0,let me out,0.0,0.0
[99],84346,en,The Tsunami and the Cherry Blossom,0.6,6.0,2,the tsunami and the cherry blossom,2012-01-20,the tsunami and the cherry blossom,0.0,0.0,the tsunami and the cherry blossom,0.0,0.0
[10402],81026,en,Scorpions: Get Your Sting & Blackout Live,0.6,6.0,3,scorpions: get your sting & blackout live,2012-02-21,scorpions: get your sting & blackout live,0.0,0.0,scorpions: get your sting & blackout live,0.0,0.0
[18],140444,en,"Nancy, Please",0.6,5.9,5,"nancy, please",2012-04-20,"nancy, please",0.0,0.0,"nancy, please",0.0,0.0
"[10402, 99]",83730,en,Re:Generation Music Project,0.6,5.9,5,re:generation music project,2012-02-16,re:generation music project,0.0,0.0,re:generation music project,0.0,0.0
[99],158098,en,We The Tiny House People,0.6,5.9,4,we the tiny house people,2012-05-31,we the tiny house people,0.0,0.0,we the tiny house people,0.0,0.0
"[27, 53]",61378,de,Sovia: Death Hospital,0.6,5.9,4,sovia: death hospital,2012-01-01,sovia: death hospital,0.0,0.0,sovia: death hospital,0.0,0.0
[18],286479,en,Superhero,0.6,5.8,3,superhero,2012-03-18,superhero,0.0,0.0,superhero,0.0,0.0
"[18, 28, 12]",112888,en,Hatfields and Mccoys:  Bad Blood,0.6,5.8,6,hatfields and mccoys:  bad blood,2012-06-05,hatfields and mccoys:  bad blood,0.0,0.0,hatfields and mccoys:  bad blood,0.0,0.0
[99],102872,fr,Entre Les Bras,0.6,5.8,5,step up to the plate,2012-09-14,step up to the plate,0.0,0.0,step up to the plate,0.0,0.0
"[99, 18]",179472,en,Rape for Profit,0.6,5.8,4,rape for profit,2012-12-07,rape for profit,0.0,0.0,rape for profit,0.0,0.0
[28],166178,th,ดุ ดวล ดิบ,0.6,5.8,2,fighting fish,2012-10-01,fighting fish,0.0,0.0,fighting fish,0.0,0.0
[99],135303,en,The Singularity Is Near,0.6,5.8,2,the singularity is near,2012-07-20,the singularity is near,0.0,0.0,the singularity is near,0.0,0.0
[18],98022,en,Amazing Love,0.6,5.8,6,amazing love,2012-11-06,amazing love,0.0,0.0,amazing love,0.0,0.0
[],168616,en,Tumult,0.6,5.7,5,tumult,2012-06-29,tumult,0.0,0.0,tumult,0.0,0.0
[35],81660,en,The Selling,0.6,5.7,5,the selling,2011-04-29,the selling,0.0,0.0,the selling,0.0,0.0
"[35, 27]",259391,en,Atom the Amazing Zombie Killer,0.6,5.7,3,atom the amazing zombie killer,2012-07-15,atom the amazing zombie killer,0.0,0.0,atom the amazing zombie killer,0.0,0.0
"[16, 878]",258806,es,Exoids,0.6,5.7,3,exoids,2012-07-10,exoids,0.0,0.0,exoids,0.0,0.0
"[10749, 18]",218170,en,Children of the Air,0.6,5.7,3,children of the air,2012-01-14,children of the air,0.0,0.0,children of the air,0.0,0.0
[],177090,en,A Silent Truth,0.6,5.7,3,a silent truth,2012-04-29,a silent truth,0.0,0.0,a silent truth,0.0,0.0
[99],134684,en,Steve Jobs: Visionary Genius,0.6,5.7,3,steve jobs: visionary genius,2012-07-01,steve jobs: visionary genius,0.0,0.0,steve jobs: visionary genius,0.0,0.0
"[18, 28]",95628,en,Payback Season,0.6,5.7,3,payback season,2012-03-09,payback season,0.0,0.0,payback season,0.0,0.0
